iter	Logloss
444	0.001271879375
445	0.001271572411
446	0.001270017326
447	0.001268576682
448	0.001265478283
449	0.001263488382
450	0.001262528002
451	0.001260045171
452	0.001260042787
453	0.001260018349
454	0.001260070652
455	0.001259991527
456	0.001259922087
457	0.001259920448
458	0.001259899735
459	0.00125989005
460	0.001259843111
461	0.001259843111
462	0.001259843111
463	0.001259843111
464	0.001259843111
465	0.001259843111
466	0.001259843111
467	0.001259843111
468	0.001259843111
469	0.001259843111
470	0.001259843111
471	0.001259843111
472	0.001259843111
473	0.001259843111
474	0.001259236485
475	0.001257739663
476	0.001257669926
477	0.001256217808
478	0.001256178617
479	0.001256146133
480	0.001256179512
481	0.001256173551
482	0.00125610292
483	0.001256078184
484	0.001256053597
485	0.001255146712
486	0.001252088696
487	0.001252026409
488	0.001252017468
489	0.001250116676
490	0.001249985695
491	0.001250021458
492	0.001249939799
493	0.001246992499
494	0.001246912852
495	0.001244538948
496	0.001243075877
497	0.001243115216
498	0.001240087673
499	0.001240037009
500	0.001239705905
501	0.001239373758
502	0.001239362657
503	0.001239363924
504	0.001237544641
505	0.001237414628
506	0.001237391084
507	0.001237281412
508	0.001237296164
509	0.001237294897
510	0.001235963702
511	0.00123592414
512	0.001235928833
513	0.001235923991
514	0.001235869527
515	0.001235906482
516	0.001235851124
517	0.001235859841
518	0.001235853285
519	0.001235786453
520	0.001235799938
521	0.001235789508
522	0.001235766038
523	0.001235743016
524	0.001235768795
525	0.001234274283
526	0.001234267205
527	0.001232007518
528	0.001230108589
529	0.001228720918
530	0.001226462871
531	0.001223504916
532	0.001223423928
533	0.001223428994
534	0.001222083196
535	0.001221720278
536	0.001221777052
537	0.001220797151
538	0.001218621507
539	0.001218556464
540	0.001218543872
541	0.001218507141
542	0.001218484342
543	0.001216648072
544	0.001215320826
545	0.001213508844
546	0.001210730746
547	0.001207460016
548	0.00120515056
549	0.001205141395
550	0.001205168366
551	0.001205096245
552	0.001204997301
553	0.001204994097
554	0.001204983816
555	0.001204928607
556	0.001204894185
557	0.001204844415
558	0.001204790324
559	0.001204722747
560	0.00120468989
561	0.001203809753
562	0.001203717515
563	0.001202818528
564	0.001202775389
565	0.001200089753
566	0.001197332516
567	0.001197296083
568	0.001197246239
569	0.001197168678
570	0.001197115183
571	0.001195777208
572	0.001194889098
573	0.001192166954
574	0.001192100048
575	0.001192070544
576	0.001192047447
577	0.001191993356
578	0.001191885769
579	0.001191855818
580	0.001191798672
581	0.001191768423
582	0.001191738546
583	0.001191639006
584	0.001191592813
585	0.001191556901
586	0.001191534549
587	0.001190705076
588	0.001189845502
589	0.001188565046
590	0.001188296899
591	0.001188261509
592	0.00118822895
593	0.001185043901
594	0.001183357984
595	0.001183399633
596	0.001183394417
597	0.00118337892
598	0.001183380857
599	0.001182516888
