iter	Logloss
0	0.6114523315
1	0.5305596924
2	0.4781716537
3	0.430594101
4	0.3896789551
5	0.3440500641
6	0.3032780075
7	0.2754115295
8	0.2536123085
9	0.2342203522
10	0.2081556702
11	0.1875469208
12	0.1693240738
13	0.1559255123
14	0.1432534218
15	0.1346488762
16	0.1220511055
17	0.1141414642
18	0.101550827
19	0.09471384048
20	0.08193375587
21	0.07866035461
22	0.07443933487
23	0.07155752182
24	0.06469644547
25	0.06017437935
26	0.05664650917
27	0.05437732697
28	0.04991610527
29	0.04658395767
30	0.04403645039
31	0.04163765907
32	0.03994234085
33	0.03778367043
34	0.03680146217
35	0.03480989456
36	0.0339819479
37	0.03231137514
38	0.03133116484
39	0.03006685019
40	0.0288492012
41	0.02766444683
42	0.02628025532
43	0.02503016949
44	0.02464991093
45	0.02432789803
46	0.02291268349
47	0.02232192755
48	0.02170819998
49	0.02101181507
50	0.02050371885
51	0.01974791169
52	0.0190666151
53	0.01866514683
54	0.01741434574
55	0.01666272998
56	0.01636120081
57	0.01605965972
58	0.01532701492
59	0.01482582927
60	0.0143108964
61	0.01358004808
62	0.01327222705
63	0.0131077528
64	0.01281206012
65	0.01253109694
66	0.01228265166
67	0.01205025911
68	0.01171826601
69	0.01135781884
70	0.01108215094
71	0.01088631153
72	0.01066118598
73	0.0103530407
74	0.009844200015
75	0.009747567773
76	0.009651978016
77	0.009497708678
78	0.009300682545
79	0.009248867035
80	0.009079338312
81	0.008857685328
82	0.008685471416
83	0.008618876338
84	0.008418112993
85	0.008316869736
86	0.008137134314
87	0.007937501669
88	0.007807324529
89	0.007754190564
90	0.007683414221
91	0.007376824021
92	0.007309746742
93	0.007208313942
94	0.007085561156
95	0.00686988771
96	0.006789557934
97	0.006662195921
98	0.006543869972
99	0.006439531446
100	0.006297835112
101	0.006207050085
102	0.006077233553
103	0.005971207023
104	0.005870503187
105	0.005772098303
106	0.005700594187
107	0.005559729338
108	0.005499178767
109	0.005449572206
110	0.005397986174
111	0.005317744613
112	0.005248086452
113	0.005160623193
114	0.005114302039
115	0.005075247288
116	0.004991982281
117	0.004922406077
118	0.004871235192
119	0.004801420569
120	0.004757849872
121	0.004701036215
122	0.00463357389
123	0.004572027028
124	0.004536249638
125	0.004479483962
126	0.004436767697
127	0.004400003552
128	0.004318930507
129	0.004204958975
130	0.004102967083
131	0.004061105251
132	0.003987169862
133	0.003952242434
134	0.003904924393
135	0.003870615661
136	0.00384047091
137	0.003778253198
138	0.003734567761
139	0.003699956834
140	0.003655096292
141	0.003629815876
142	0.003602380753
143	0.003571727872
144	0.003544203639
145	0.003501214981
146	0.003471207619
147	0.003427635133
148	0.003389006853
149	0.003331922591
150	0.003294240832
151	0.003271200359
152	0.003241029978
153	0.003214594722
154	0.003189516962
155	0.003167042732
156	0.003147402108
157	0.003116877079
158	0.003089203835
159	0.003066377342
160	0.003037032783
161	0.003013421893
162	0.002986454368
163	0.002954750061
164	0.002932807505
165	0.002904170752
166	0.002886868715
167	0.002863497138
168	0.002838713527
169	0.002813285589
170	0.00279012084
171	0.002768844366
172	0.002746481001
173	0.002731595039
174	0.002709763646
175	0.00268936336
176	0.002670517266
177	0.002655648589
178	0.002636772394
179	0.002621437013
180	0.002601863742
181	0.002583261132
182	0.002564585209
183	0.002544308603
184	0.002530511022
185	0.002512057722
186	0.002493886203
187	0.002477087379
188	0.002459977418
189	0.002447972894
190	0.002430842072
191	0.002413772941
192	0.002397477329
193	0.002381609976
194	0.002369798124
195	0.002354148477
196	0.002338519096
197	0.002323875427
198	0.002308999896
199	0.002293654382
200	0.002278533578
201	0.002264089286
202	0.002249325216
203	0.002234624028
204	0.002220759988
205	0.002207096517
206	0.002193193734
207	0.002180045694
208	0.002166517824
209	0.00215682447
210	0.002144140154
211	0.002131188512
212	0.00211817205
213	0.002106188834
214	0.002093397081
215	0.002083716393
216	0.002072030306
217	0.002060586512
218	0.002048802227
219	0.002037021518
220	0.002025436461
221	0.002014297396
222	0.002002984881
223	0.001991824508
224	0.001980711669
225	0.001969493926
226	0.001958756745
227	0.001948051155
228	0.001937406063
229	0.001927202046
230	0.001917039752
231	0.00190664053
232	0.001896387935
233	0.00188665241
234	0.001876659989
235	0.001867180765
236	0.001857691705
237	0.00184834674
238	0.00183919847
239	0.001829514503
240	0.001820172369
241	0.001810842752
242	0.001801984757
243	0.001793208122
244	0.001784102321
245	0.00177561596
246	0.001767097563
247	0.001758586466
248	0.001750217974
249	0.001741640866
250	0.001733404249
251	0.001725382805
252	0.001717423797
253	0.001709430516
254	0.001701626182
255	0.001693948805
256	0.001686197817
257	0.001678570509
258	0.001670986563
259	0.001663282365
260	0.001655854583
261	0.001648497283
262	0.001641010195
263	0.001633726954
264	0.001626467258
265	0.001619246155
266	0.001612184346
267	0.001605170667
268	0.001598248929
269	0.001591315269
270	0.001584594846
271	0.001577817202
272	0.001571208239
273	0.001564647555
274	0.001558053195
275	0.001551641822
276	0.001545149386
277	0.00153875798
278	0.001532582343
279	0.001526379436
280	0.001520124823
281	0.001514063478
282	0.001507933736
283	0.001501912624
284	0.001495967507
285	0.001489777863
286	0.001484104395
287	0.001478256285
288	0.001472305655
289	0.001466525793
290	0.001460889429
291	0.001455265582
292	0.001449667513
293	0.001443993449
294	0.00143853128
295	0.001433107257
296	0.001427589655
297	0.001423051804
298	0.001417719722
299	0.001412373334
300	0.001407167763
301	0.001403400749
302	0.001398178339
303	0.001394414306
304	0.001390573829
305	0.001388172656
306	0.001383972019
307	0.001383944601
308	0.001380240023
309	0.001376586258
310	0.001376510859
311	0.001376455575
312	0.001372721791
313	0.001369197518
314	0.001369208097
315	0.001369188428
316	0.001369124502
317	0.001369110197
318	0.001365447342
319	0.001363778263
320	0.001360169649
321	0.001359091699
322	0.001359012127
323	0.001357161999
324	0.001356099248
325	0.001354986727
326	0.001354895532
327	0.001354780495
328	0.001354723871
329	0.001354672015
330	0.001354671419
331	0.001354549229
332	0.001354498565
333	0.001354478598
334	0.001354414821
335	0.001354378909
336	0.001354336143
337	0.001354249716
338	0.001351991594
339	0.001349805593
340	0.001346268952
341	0.001346255839
342	0.001346234381
343	0.001346161067
344	0.001346273124
345	0.001346160769
346	0.00134619534
347	0.001346155405
348	0.001346214712
349	0.001346175671
350	0.001346159428
351	0.001346149892
352	0.001346158534
353	0.00134613812
354	0.001346160471
355	0.001346083283
356	0.001346097291
357	0.001346090436
358	0.001346039176
359	0.001346097589
360	0.001345981658
361	0.001345994323
362	0.001345921159
363	0.001345969588
364	0.001346004605
365	0.001345941722
366	0.001345922202
367	0.001344842762
368	0.001344875395
369	0.001344829649
370	0.001341423988
371	0.001339730173
372	0.001338572502
373	0.00133854866
374	0.001335185766
375	0.001335027069
376	0.001334686279
377	0.001332417578
378	0.001330255121
379	0.001326834112
380	0.001326280832
381	0.001324736178
382	0.001322495788
383	0.001318422854
384	0.001318410486
385	0.001318332255
386	0.001314975321
387	0.001314971745
388	0.001311654896
389	0.001311600208
390	0.001311531067
391	0.001310539395
392	0.001309416592
393	0.001306166798
394	0.001306111664
395	0.001306127161
396	0.001306124628
397	0.001302774549
398	0.001302749068
399	0.001302157938
400	0.00129880935
401	0.001298852563
402	0.001297178566
403	0.001295063496
404	0.001291821897
405	0.001290249825
406	0.001289224923
407	0.001286134422
408	0.001286151111
409	0.001286123693
410	0.00128614068
411	0.001286118478
412	0.001286079437
413	0.001286129057
414	0.001286033988
415	0.001286025643
416	0.001282750219
417	0.001280145347
418	0.001280032694
419	0.001280067563
420	0.001279972047
421	0.001279992461
422	0.001279584616
423	0.001277553737
424	0.001276149452
425	0.001273081452
426	0.001272920072
427	0.001272862852
428	0.001272801459
429	0.001272798777
430	0.001272712648
431	0.00127263099
432	0.001272601485
433	0.001272522211
434	0.001272445917
435	0.001272368133
436	0.001272336841
437	0.001272304952
438	0.00127217859
439	0.001272169501
440	0.001272097528
441	0.001272048354
442	0.00127202481
443	0.00127195105
